id,raw_no,category,year,event_name,period,start_date,end_date,venue,host,organizer,phone,fax,email,homepage
576,576,전시회,2021,2021 ICT멘토링 엑스포,2021.12.03~2021.12.03,2021-12-03,2021-12-03,전시홀 2A,,,--~,--,,
577,577,전시회,2021,2021 한국유용곤충산업박람회,2021.12.16~2021.12.18,2021-12-16,2021-12-18,전시홀 4,킨텍스,KINTEX / 귀농귀촌TV / 한국곤충산업연구개발원 / 마이스맨,031-995-8072~,031-995-8779,,www.beinsect.co.kr
578,578,전시회,2021,2021 미베 베이비엑스포 & 유아교육박람회,2021.12.16~2021.12.19,2021-12-16,2021-12-19,전시홀 5,(주)미래전람,,02-2238-0345,02-2238-0348,miraefairs@naver.com,www.mibe.co.kr
579,579,전시회,2021,2021 대한민국 과학기술대전,2021.12.22~2021.12.24,2021-12-22,2021-12-24,"전시홀 2,전시홀 3",과학기술정보통신부,"한국과학창의재단, 한국연구재단",070-4693-3627~,--,,https://www.scienceall.com/2021-snt-week/
580,580,전시회,2020,제3회 2020 K-웰니스 착한선물전,2020.01.10~2020.01.12,2020-01-10,2020-01-12,전시홀 3A,한국웰니스산업협회,K-웰니스 착한선물전 사무국,02-2135-6645,02-6203-2534,k-wellness@naver.com,
581,581,이벤트,2020,2020 퍼펙트 코리아 & 피닉스컵 1차 대회,2020.02.23~2020.02.23,2020-02-23,2020-02-23,,(사)대한다트협회,,02-6124-6721,02-6124-6759,perfect@phoenixdarts.com,http://www.phoenixdarts.com/kr
582,582,전시회,2020,"제53회 MBC건축박람회 ",2020.05.08~2020.05.11,2020-05-08,2020-05-11,"전시홀 1,전시홀 2A,전시홀 2B,전시홀 3",(주)동아전람,,02-780-0366,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
583,583,전시회,2020,2020 서울 캣 쇼,2020.05.29~2020.05.31,2020-05-29,2020-05-31,전시홀 4,(주)미래전람,,02-2238-0340,02-2238-0348,pet_show@naver.com,www.seoulcatshow.co.kr
584,584,전시회,2020,2020 더골프쇼 KOREA,2020.06.04~2020.06.07,2020-06-04,2020-06-07,전시홀 10A,"㈜이엑스스포테인먼트, 한국경제신문",,02-356-4309,0505-356-4309,thegolfshow@naver.com,www.thegolfshow.co.kr
585,585,전시회,2020,2020 한국국제낚시박람회,2020.06.05~2020.06.07,2020-06-05,2020-06-07,전시홀 3,사단법인 한국낚시협회,(주)광륭,02-599-1582,02-599-1498,info@kofish.kr,www.kofish.kr
586,586,전시회,2020,2020 국제아웃도어캠핑&레포츠페스티벌,2020.06.05~2020.06.07,2020-06-05,2020-06-07,전시홀 9,(주)메쎄이상,,02-6121-6388,02-6455-0953,"caf@esgroup.net ",www.caf.co.kr
587,587,전시회,2020,마이다이어트페어 2020,2020.06.11~2020.06.14,2020-06-11,2020-06-14,,㈜마이팀페어스,,02-6204-3577,02-6008-3545,mydietfair@naver.com,www.mydietfair.co.kr
588,588,전시회,2020,2020 프리미엄 펫쇼,2020.06.12~2020.06.14,2020-06-12,2020-06-14,전시홀 9B,"한국애견협회, 더윤컴퍼니",,--,--,petshows@naver.com,http://www.pet-show.co.kr/
589,589,전시회,2020,2020 전역예정장병 취업박람회,2020.06.17~2020.06.18,2020-06-17,2020-06-18,전시홀 1,국방부,국방전직교육원,02-2006-6131~6133,02-2006-9594,moti@career.co.kr,http://moti.career.co.kr
590,590,전시회,2020,2020 금속산업대전,2020.06.17~2020.06.20,2020-06-17,2020-06-20,"전시홀 2,전시홀 3",한국전람㈜,한국전람㈜,02-783-8261,02-784-6810,"master1@ktfairs.com ",http://www.korea-metal.com
591,591,전시회,2020,메가쇼 2020 시즌1,2020.06.18~2020.06.21,2020-06-18,2020-06-21,"전시홀 7,전시홀 8",메가쇼 2020 시즌1,,02-6677-3477,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
592,592,전시회,2020,제34회 맘앤베이비 엑스포,2020.06.25~2020.06.28,2020-06-25,2020-06-28,"전시홀 3,전시홀 4",㈜ 유아림,,02-2236-2771,--,expo@yuarim.com,http://www.momnbabyexpo.co.kr/
593,593,전시회,2020,2020 고양가구박람회,2020.06.25~2020.06.28,2020-06-25,2020-06-28,전시홀 2,"고양시가구협동조합, 경기고양시 일산가구협동조합",고양시가구협동조합,031-907-7802,--,,goyang-gagu.com
594,594,전시회,2020,나노코리아 2020,2020.07.01~2020.07.03,2020-07-01,2020-07-03,전시홀 4,,나노융합산업연구조합,031-548-2008,031-258-8509,ntrayou@nanokorea.net,http://nanokorea.or.kr/main/main.php
595,595,전시회,2020,아템페어 2020(제12회 국제접착코팅필름융합소재전),2020.07.01~2020.07.03,2020-07-01,2020-07-03,전시홀 5,한국접착코팅협회,,032-656-2585,031-258-8509,atemfair@atemfair.kr,http://www.atemfair.kr
596,596,전시회,2020,수소모빌리티+쇼,2020.07.01~2020.07.03,2020-07-01,2020-07-03,전시홀 3,"수소모빌리티+쇼 조직위원회(한국자동차산업협회, 수소융합얼라이언스추진단, 수소에너지네트워크)","수소모빌리티+쇼 조직위원회, 대한무역투자진흥공사, 킨텍스",02-3660-1894,--,h2@kama.or.kr,www.h2mobility.kr
597,597,전시회,2020,2020 캠핑앤피크닉페어,2020.07.02~2020.07.05,2020-07-02,2020-07-05,"전시홀 1,전시홀 2",주식회사 가족사랑전람,캠핑&피크닉페어 사무국,02-796-8710,02-796-8711,allfair@allfair.co.kr,www.campingfair.co.kr
598,598,전시회,2020,2020 대한민국 명품특산물 페스티벌,2020.07.16~2020.07.19,2020-07-16,2020-07-19,,대한민국지방신문협의회,"킨텍스, 메쎄이상",031-995-8228,--,foodfestival@kintex.com,www.foodfestival.co.kr
599,599,전시회,2020,제 32회 코베 베이비페어,2020.07.16~2020.07.19,2020-07-16,2020-07-19,"전시홀 1,전시홀 2",㈜메쎄이상,,02-6121-6458,02-6121-6459,cobe.es@esgroup.net,www.cobe.co.kr
600,600,전시회,2020,2020 대한민국 생활낚시박람회,2020.07.17~2020.07.19,2020-07-17,2020-07-19,전시홀 8,㈜서울메쎄인터내셔널,,2-2284-0018,02-2284-0005,gpdus3048@seoulmesse.com,www.fishing-korea.com
601,601,전시회,2020,제22회 국제포장기자재전/제10회 국제물류산업대전<br>제15회 국제제약바이오화장품기술전<br>제12회 국제화학장치산업전<br>제14회 국제연구실험 및 첨단분석장비전<br>제10회 국제의약품바이오산업전<br>제5회 국제화장품원료기술전,2020.07.27~2020.07.30,2020-07-27,2020-07-30,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5","(사)한국포장기계협회, 월간포장, (주)경연전람, 사이언스21",,02-785-4771,02-785-6117,,http://koreapack.org
602,602,전시회,2020,미베 베이비엑스포,2020.08.13~2020.08.16,2020-08-13,2020-08-16,"전시홀 4,전시홀 5",(주)미래전람,,--,--,"miraefairs@naver.com ",http://www.mibe.co.kr/
603,603,전시회,2020,대한민국 방방곡곡 여행박람회 / 제5회 대한민국 국제 관광박람회,2020.08.13~2020.08.16,2020-08-13,2020-08-16,전시홀 3,대한민국 국제 관광박람회 조직위원회,㈜한국전시산업원,02-3785-3905,02-3785-3908,"kits2016@daum.net ",http://www.ktourismshow.com/
604,604,전시회,2020,2020 DMZ 포럼,2020.09.17~2020.09.18,2020-09-17,2020-09-18,옥외,경기도,"킨텍스, 경기연구원",031-995-8765,--,psjsys@kintex.com,http://www.dmzforum.or.kr
605,605,전시회,2020,제23회 대한민국우수상품전시회,2020.10.21~2020.10.23,2020-10-21,2020-10-23,전시홀 6,경기도,"경기도경제과학진흥원, KOTRA",259-6531-,--,gair3@gbsa.or.kr,www.gfair.or.kr
606,606,전시회,2020,2020 홈인테리어테크,2020.10.22~2020.10.25,2020-10-22,2020-10-25,전시홀 3,"킨텍스, Reed K. Fairs ","킨텍스, Reed K. Fairs ",995-8630-,881-5445-,seongil.yun@reedkfairs.com,www.homeinteriortech.com
607,607,전시회,2020,제34회 코베 베이비페어 / 2020 코베 유아교육전,2020.10.22~2020.10.25,2020-10-22,2020-10-25,전시홀 7,㈜메쎄이상,,02-6121-6458,02-6121-6459,cobe.es@esgroup.net,www.cobe.co.kr
608,608,전시회,2020,2020 K-방역 엑스포,2020.10.28~2020.10.30,2020-10-28,2020-10-30,전시홀 4,"킨텍스, 코트라, 한국의료기기산업협회","킨텍스, 코트라, 한국의료기기산업협회",031-995-8747,031-995-8082,k-quarantineexpo@kintex.com,www.k-quarantineexpo.com
609,609,전시회,2020,2020 한국건설안전박람회,2020.10.28~2020.10.30,2020-10-28,2020-10-30,전시홀 5,킨텍스,킨텍스,031-995-8248,031-995-8082,kconsafetyexpo@kintex.com,www.www.k-consafetyexpo.com
610,610,전시회,2020,2020 첨단소재부품뿌리산업기술대전,2020.10.28~2020.10.30,2020-10-28,2020-10-30,,산업통상자원부,"한국산업기술진흥원, 한국생산기술연구원, 한국산업기술평가관리원, 대한무역투자진흥공사, 한국소재부품투자기관협의회, 킨텍스 ",031-995-8739,--,kmcw_ppuri@kintex.com,www.techinsideshow.kr
611,611,전시회,2020,2020 월드 스마트시티 엑스포,2020.10.28~2020.10.30,2020-10-28,2020-10-30,,"국토교통부, 과학기술정보통신부","킨텍스, 한국토지주택공사, 한국수자원공사",031-995-8229,031-995-8088,smartcity@kintex.com,www.smartcityasia.net
612,612,전시회,2020,2020 로보월드,2020.10.28~2020.10.31,2020-10-28,2020-10-31,"전시홀 1,전시홀 2",산업통상자원부,"한국로봇산업협회, 한국로봇산업진흥원, 제어·로봇·시스템학회",1577-0900-,--,"saemijin@korearobot.or.kr  ",http://www.robotworld.or.kr/wp/
613,613,이벤트,2020,2020 경기국제수소포럼,2020.11.05~2020.11.05,2020-11-05,2020-11-05,옥외,경기도,킨텍스,031-995-8765,--,psjsys@kintex.com,h2forum.or.kr
614,614,전시회,2020,제54회 MBC건축박람회,2020.11.05~2020.11.08,2020-11-05,2020-11-08,"전시홀 1,전시홀 2,전시홀 3",(주)동아전람,,02-780-0366,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
615,615,전시회,2020,국제 LED & OLED EXPO 2020,2020.11.11~2020.11.13,2020-11-11,2020-11-13,전시홀 7,"산업통상자원부, (사) LED산업포럼, KOTRA",(주)엑스포앤유,02-783-7979,--,kimso@exponu.com,http://www.ledexpo.com
616,616,전시회,2020,"K-PRINT 2020, K-Label 2020, K-SignAD 2020",2020.11.12~2020.11.15,2020-11-12,2020-11-15,전시홀 8,"(주)한국이앤엑스, 대한인쇄문화협회",,02-551-0102,02-551-0103,kprint@kprint.kr,http://www.kprint.kr
617,617,전시회,2020,메가쇼 2020 시즌2,2020.11.12~2020.11.15,2020-11-12,2020-11-15,"전시홀 2,전시홀 3,전시홀 4",메가쇼,메가쇼,02-6677-3477,02-6677-0477,megashow@megashow.co.kr,www.megashow.co.kr
618,618,전시회,2020,2020 대한민국방위산업전,2020.11.18~2020.11.20,2020-11-18,2020-11-20,"전시홀 9,전시홀 10",대한민국 육군협회,"KOTRA, 주식회사 디엑스케이",02-2191-5061~5062,02-2191-5060,dxkorea@dxkorea.org,www.dxkorea.org
619,619,전시회,2020,제35회 맘앤베이비엑스포,2020.11.19~2020.11.22,2020-11-19,2020-11-22,전시홀 4,㈜유아림,,02-564-7766,02-523-7051,expo@yuarim.com,WWW.MOMNBABYEXPO.CO.KR
620,620,전시회,2020,2020 카페&베이커리페어 (동시개최: 2020 호텔쇼&레스토랑산업전),2020.11.19~2020.11.22,2020-11-19,2020-11-22,전시홀 1B,㈜미래전람,㈜미래전람,02-2238-0346~0347,02-2238-0348,cafe_bakery@naver.com,"http://www.cafenbakeryfair.com/ "
621,621,전시회,2020,2020 한국국제가구 및 인테리어산업대전,2020.11.19~2020.11.22,2020-11-19,2020-11-22,"전시홀 2,전시홀 3",대한가구산업협동조합연합회,,032-321-9094,--,jane@kffic.kr,www.kofurn.or.kr
622,622,전시회,2020,호텔쇼(2020 대한민국 숙박산업대전),2020.11.19~2020.11.22,2020-11-19,2020-11-22,전시홀 1A,(주)미래전람,.,02-2238-0320,02-2238-0348,hotelshow2014@naver.com,www.hotelshow.co.kr
623,623,전시회,2020,2020 케이펫페어 일산 (대한민국펫산업박람회),2020.11.20~2020.11.22,2020-11-20,2020-11-22,"전시홀 7,전시홀 8","(사)한국펫사료협회, (주)메쎄이상",(주)메쎄이상,02-6121-6397,--,kpet@esgroup.net,http://k-pet.co.kr/
624,624,전시회,2020,2020 한국 중장비 전시회 - 부품 및 어태치먼트 판매대전,2020.11.26~2020.11.28,2020-11-26,2020-11-28,전시홀 8B,(사)건설기계개별연명사업자협의회,㈜광륭,02-599-1582,02-599-1498,info@kohes.kr,www.kohes.kr
625,625,전시회,2020,RETECH 2020 제13회 국제환경장비 및 자원순환산업전,2020.11.26~2020.11.28,2020-11-26,2020-11-28,전시홀 8A,RETECH 조직위원회,㈜광륭,02-599-1582,02-599-1498,retech2010@naver.com,www.re-tech.org
626,626,전시회,2020,2020 스마트 건설기술·안전대전,2020.11.27~2020.11.27,2020-11-27,2020-11-27,전시홀 10A,국토교통부,"한국시설안전공단, 한국건설기술연구원",055-771-4731,--,jeong123@kistec.or.kr,www.2020smartconstsafety.com
627,627,전시회,2020,겟잇쇼(월드식품.와인주류박람회)킨텍스 2020,2020.11.27~2020.11.29,2020-11-27,2020-11-29,전시홀 7,㈜월드전람,㈜월드전람,02-557-0647,02-557-0870,food1@world-expo.co.kr,https://www.worldfoodexpo.co.kr
628,628,전시회,2020,2020 경기도청년든든페스티벌,2020.11.28~2020.11.28,2020-11-28,2020-11-28,전시홀 1,경기도,경기복지재단,031-267-3910,--,whcho@ggwf.or.kr,youthgg.tistory.com
629,629,전시회,2019,2019 K-웰니스 설날 착한선물전,2019.01.25~2019.01.27,2019-01-25,2019-01-27,전시홀 3A,한국웰니스산업협회,K-웰니스 착한선물전 사무국,02-3443-4030,02-6203-2534,k-wellness@naver.com,www.k-wellness.or.kr
630,630,이벤트,2019,161회 서울 코믹월드,2019.01.26~2019.01.27,2019-01-26,2019-01-27,전시홀 8A,에스이테크노 ㈜,에스이테크노 ㈜,02-3142-2137,02-3142-2138,setechno@hanmail.net,www.comicw.co.kr
631,631,전시회,2019,제30회 국제임신출산_육아용품박람회(맘앤베이비엑스포),2019.02.14~2019.02.17,2019-02-14,2019-02-17,"전시홀 7,전시홀 8",유아림,,02-2236-2771,02-523-7051,"E-mailexpo@yuarim.com  ","http://www.momnbabyexpo.co.kr   "
632,632,전시회,2019,2019 클린에어엑스포,2019.02.20~2019.02.24,2019-02-20,2019-02-24,전시홀 5A,"(주)메쎄이상, 킨텍스","(주)메쎄이상, KINTEX",-6393,02-6121-6401,air@cleanairexpo.co.kr,http://www.cleanairexpo.co.kr/
633,633,전시회,2019,2019 코리아빌드위크(코리아빌드),2019.02.20~2019.02.24,2019-02-20,2019-02-24,"전시홀 1B,전시홀 2,전시홀 3,전시홀 4,전시홀 5B",메쎄이상,,02-6121-6400,02-6121-6401,jwseo.es@esgroup.net,koreabuild.co.kr
634,634,전시회,2019,2019 코리아빌드위크(2019 경향부동산페어/대한민국건설산업대전),2019.02.20~2019.02.24,2019-02-20,2019-02-24,전시홀 1A,메쎄이상,"(경향부동산페어)경향신문, 메쎄이상",02-6121-6380~6381,02-6455-0953,krefair@esgroup.net / kcontex@esgroup.net,"http://www.krefair.com/ "
635,635,전시회,2019,2019 코리아빌드위크(인테리어디자인코리아),2019.02.20~2019.02.24,2019-02-20,2019-02-24,"전시홀 7,전시홀 8A",메쎄이상,"(주)메쎄이상, (사)한국실내건축가협회, 윤현상재",02-6121-6430,02-6121-6431,jhchoi.es@esgroup.net,http://indko.co.kr/
636,636,전시회,2019,2019 캠핑&피크닉페어,2019.02.28~2019.03.03,2019-02-28,2019-03-03,"전시홀 7,전시홀 8",주식회사 가족사랑전람,캠핑&피크닉페어 사무국,02-796-8710,02-796-8711,allfair@allfair.co.kr,http://www.campingfair.co.kr
637,637,전시회,2019,2019 SBS골프 대한민국 골프대전,2019.02.28~2019.03.03,2019-02-28,2019-03-03,"전시홀 2,전시홀 3",SBS골프,(주)코어엑스포,02-6938-1476,02-6938-1499,lake@sbs.co.kr,www.koreagolffair.com
638,638,전시회,2019,세계 보안 엑스포 2019,2019.03.06~2019.03.08,2019-03-06,2019-03-08,"전시홀 3,전시홀 4",SECON 2019 조직위원회,"유비엠비엔㈜, 유비엠코퍼레이션한국 ㈜, ㈜미디어닷, 시큐리티월드, 보안뉴스",02-719-6931,02-715-8245,secon@seconexpo.com,http://www.seconexpo.com
639,639,전시회,2019,Automotive Testing Expo 2019,2019.03.06~2019.03.08,2019-03-06,2019-03-08,전시홀 7A,UKIP Media & Events Ltd.,,1306-7437-44,--,"dominic.cundy@ukimediaevents.com  ",http://www.testing-expokorea.com/ko/index.php
640,640,전시회,2019,제15회 한국국제냉난방공조전,2019.03.12~2019.03.15,2019-03-12,2019-03-15,"전시홀 7,전시홀 8",산업통상자원부,한국냉동공조산업협회,02-2193-4323,02-785-1195,harfko@ref.or.kr,http://www.harfko.com/
641,641,전시회,2019,제24회 국제금형 및 관련기기전,2019.03.12~2019.03.16,2019-03-12,2019-03-16,"전시홀 1A,전시홀 1B,전시홀 2A,전시홀 2B,전시홀 3B",한국금형공업협동조합,한국금형공업협동조합,02-783-1711,02-784-5937,intermold@koreamold.com,www.intermoldkorea.com
642,642,전시회,2019,제25회 국제플라스틱⋅고무산업전시회 (KOPLAS 2019),2019.03.12~2019.03.16,2019-03-12,2019-03-16,"전시홀 4,전시홀 5",한국이앤엑스⋅한국합성수지가공기계공업협동조합,,02-551-0102,02-551-0103,koplas@koplas.com,www.koplas.com
643,643,전시회,2019," 국제 플라스틱+고무소재 및 복합재료 전시회 (M-KOPLAS 2019)",2019.03.12~2019.03.16,2019-03-12,2019-03-16,전시홀 3A,한국이앤엑스⋅메쎄K,,02-551-0102,02-551-0103,koplas@koplas.com,www.mkoplas.com
644,644,전시회,2019,2019 전역예정장병 취업박람회,2019.03.20~2019.03.21,2019-03-20,2019-03-21,전시홀 7,"국방부, 대통령직속 일자리위원회",국방전직교육원,02-2006-6131,02-2006-9594,moti@career.co.kr,moti.career.co.kr
645,645,전시회,2019,2019서울모터쇼,2019.03.28~2019.04.07,2019-03-28,2019-04-07,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 9,전시홀 10","서울모터쇼조직위원회(KAMA, KAIDA, KAICA)",,-3392,02-3660-1901,motorshow@kama.or.kr,www.motorshow.or.kr
646,646,전시회,2019,2019서울모터쇼(참가업체용),2019.03.28~2019.04.07,2019-03-28,2019-04-07,1전시장 로비1,"서울모터쇼조직위원회(KAMA, KAIDA, KAICA)",,-3392,02-3660-1901,"motorshow@kama.or.kr ","www.motorshow.or.kr  "
647,647,전시회,2019,2019 프리미엄펫쇼,2019.04.12~2019.04.14,2019-04-12,2019-04-14,전시홀 7,더윤컴퍼니,,02-6012-8577,--,petshows@naver.com,http://pet-show.co.kr/sub/sub0_0.php
648,648,전시회,2019,제약화장품산업기술주간 2019(제9회 국제 의약품 · 바이오산업전),2019.04.16~2019.04.18,2019-04-16,2019-04-18,"전시홀 5A,전시홀 5B",경연전람,,02-785-4771,02-785-6117,gskim@kyungyon.co.kr,www.koreapharm.org/kor/main.asp
649,649,전시회,2019,"제약화장품산업기술주간 2019(제9회 국제물류산업대전, 제 14회 제약바이오화장품기술전, 제11회 국제화학장치산업전)",2019.04.16~2019.04.19,2019-04-16,2019-04-19,"전시홀 1,전시홀 2,전시홀 3","경연전람, 케이와이엑스포(국제물류산업대전), 한국통합물류협회(국제물류산업대전), 아이유뉴스(국제화학장치산업전)",,02-785-4771,02-785-6117,jwjoo@kyungyon.co.kr,www.koreamat.org/kor/main_mat.asp
650,650,전시회,2019,"제약화장품산업기술주간 2019(제13회 국제연구실험 및 첨단분석장비전, 제4회 국제화장품원료기술전) ",2019.04.16~2019.04.19,2019-04-16,2019-04-19,전시홀 4,"경연전람, 사이언스21(국제연구실험및첨단분석장비전)",,02-785-4771,02-785-6117,gskim@kyungyon.co.kr,www.korealab.org/kor/main.asp
651,651,전시회,2019," 2019 매경 창업&프랜차이즈 쇼",2019.04.18~2019.04.20,2019-04-18,2019-04-20,전시홀 7A,매일경제 / MBN,주식회사 엑스포럼,02-6000-6717,02-2051-3326,kyh@exporum.com,www.startupexpo.co.kr
652,652,이벤트,2019,임창정 콘서트,2019.04.20~2019.04.20,2019-04-20,2019-04-20,전시홀 10A,NH EMG,"마이바움, (주)금성기획",1566-9786-,--,png9788@naver.com,
653,653,전시회,2019,2019 국제전자회로 및 실장산업전,2019.04.24~2019.04.26,2019-04-24,2019-04-26,전시홀 7,한국전자회로산업협회,㈜케이와이엑스포,02-780-4771,02-780-7228,show@kyex.co.kr,www.kpcashow.com
654,654,전시회,2019,코리아 나라장터 엑스포 2019,2019.04.24~2019.04.26,2019-04-24,2019-04-26,"전시홀 3,전시홀 4,전시홀 5","조달청, 경기도, 고양시, 중소기업중앙회","킨텍스, 정부조달우수제품협회, 정부조달마스협회, 한국G-PASS기업 수출진흥협회",031-995-8283,031-995-8785,koppex@koppex.com,www.koppex.com
655,655,전시회,2019,제27회 코베 베이비페어,2019.04.25~2019.04.28,2019-04-25,2019-04-28,"전시홀 1,전시홀 2",㈜메쎄이상,코베,02-6121-6458,02-6121-6459,cobe.es@esgroup.net,cobe.co.kr
656,656,전시회,2019,제50회 MBC 건축박람회,2019.05.02~2019.05.05,2019-05-02,2019-05-05,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5",㈜동아전람,,02-780-0366,02-780-0368,dongaf@naver.com,www.dong-afairs.co.kr
657,657,전시회,2019,2019 서울캣쇼,2019.05.03~2019.05.05,2019-05-03,2019-05-05,전시홀 7A,㈜ 미래전람,㈜ 미래전람,02-2238-0345,02-2238-0348,pet_show@naver.com,www.seoulcatshow.co.kr
658,658,이벤트,2019,한국 인형 전시회,2019.05.04~2019.05.04,2019-05-04,2019-05-04,,한국 돌페어,,070-4400-5011,0504-886-8187,kdollfair@naver.com,blog.naver.com/kdollfair
659,659,전시회,2019,플레이엑스포 2019,2019.05.09~2019.05.12,2019-05-09,2019-05-12,"전시홀 6,전시홀 7,전시홀 8",경기도,"킨텍스, 경기콘텐츠진흥원",031-995-8166,--,playx4@kintex.com,"www,playx4.or.kr"
660,660,전시회,2019,2019 경기국제보트쇼,2019.05.09~2019.05.12,2019-05-09,2019-05-12,"전시홀 3,전시홀 4,전시홀 5","해양수산부, 경기도","킨텍스, 코트라, 워터웨이플러스",1670-8785-,031-995-8082,kibs@kibs.com,www.kibs.com
661,661,전시회,2019,서울 슈즈 앤 백 박람회,2019.05.10~2019.05.12,2019-05-10,2019-05-12,전시홀 1,"KBS문화사업파트너스, 공영쇼핑",(유)슈즈앤백박람회문화산업전문회사,02-6228-9100,02-6228-6869,shoenbag@kbs.co.kr,www.shoenbag.co.kr
662,662,전시회,2019,2019 경기국제웹툰페어,2019.05.10~2019.05.12,2019-05-10,2019-05-12,전시홀 10A," 경기국제웹툰페어 사무국","킨텍스, 경기콘텐츠진흥원",031-995-8764,031-995-8755,webtoon@kintex.com,www.webtoonfair.com
663,663,이벤트,2019,2019 국제미용기능경기대회,2019.05.12~2019.05.12,2019-05-12,2019-05-12,"전시홀 6B,전시홀 6C",사단법인 한국미용직업교육협회,사단법인 한국미용직업교육협회,02-757-8444,02-319-1116,kbvei@naver.com,kbei.or.kr
664,664,전시회,2019,2019 서울국제식품산업대전,2019.05.21~2019.05.24,2019-05-21,2019-05-24,"전시홀 1,전시홀 2,전시홀 3,전시홀 4,전시홀 5,전시홀 6,전시홀 7,전시홀 8","KOTRA, KINTEX, UBM",,031-995-8077,031-995-8088,seoulfood@kintex.com,"www.seoulfood.or.kr  "
665,665,전시회,2019,2019 국토교통기술대전,2019.05.22~2019.05.24,2019-05-22,2019-05-24,,,,--,--,,
666,666,이벤트,2019,2019 베이블레이드 버스트 아시아 챔피언십 & 페스티벌,2019.05.26~2019.05.26,2019-05-26,2019-05-26,전시홀 10B,영실업,,080-031-1919,02-3484-1283,shr729@youngtoys.com,https://www.beybladeburst.co.kr/
667,667,전시회,2019,2019 국토교통기술대전,2019.05.29~2019.05.31,2019-05-29,2019-05-31,"전시홀 10A,전시홀 10B",국토교통부,국토교통과학기술진흥원,031-389-6328,--,"rndtechfair@naver.com ",
668,668,이벤트,2019,내일은 미스트롯 전국투어 콘서트 - 고양,2019.06.01~2019.06.01,2019-06-01,2019-06-01,"전시홀 5A,전시홀 5B",에스플레이프로젝트㈜,,-3099,--,menu9108@naver.com,https://bit.ly/2LPGKqe
669,669,전시회,2019,2019 코리아렌탈쇼,2019.06.06~2019.06.09,2019-06-06,2019-06-09,전시홀 5,"KINTEX, SBS플러스, 한국렌탈협회","한국실내환경협회, 한국환경정보연구센터",031-995-8720,031-995-8779,krentalshow@kintex.com,www.렌탈쇼.com
670,670,전시회,2019,대한민국명품특산물페스티벌,2019.06.06~2019.06.09,2019-06-06,2019-06-09,전시홀 4,대한민국지방신문협의회,"KINTEX, ㈜메쎄이상",031-995-8228,031-995-8088,foodfestival@kintex.com,www.foodfestival.co.kr
671,671,전시회,2019,2019 더 골프쇼,2019.06.06~2019.06.09,2019-06-06,2019-06-09,전시홀 10A,"㈜이엑스스포테인먼트, 한국경제신문사",,02-356-4309,0505-356-4309,thegolfshow@naver.com,www.thegolfshow.co.kr
672,672,전시회,2019,제31회 맘앤베이비엑스포,2019.06.06~2019.06.09,2019-06-06,2019-06-09,"전시홀 2,전시홀 3",(주)유아림,,02-2236-2771,02-523-7051,expo@yuarim.com,http://www.momnbabyexpo.co.kr
673,673,전시회,2019,2019 고양가구박람회,2019.06.06~2019.06.09,2019-06-06,2019-06-09,전시홀 1,경기고양시 일산가구협동조합,"경기고양시 일산가구협동조합, 고양시가구협동조합",031-976-9957,031-976-1341,ilsangagu9784@naver.com,goyanggagufair.com
674,674,전시회,2019,2019 하나투어 여행박람회,2019.06.07~2019.06.09,2019-06-07,2019-06-09,"전시홀 7,전시홀 8",(주)하나투어,(주)하나투어,1577-1233-,02-6234-0417,"danbee1123@hanatour.com  ","http://hits.hanatour.com/main.asp  "
675,675,전시회,2019,2019 국제아웃도어캠핑&레포츠페스티벌,2019.06.07~2019.06.09,2019-06-07,2019-06-09,전시홀 9,메쎄이상,,02-6121-6388,02-6455-0953,"caf@esgroup.net ",http://caf.co.kr/
676,676,전시회,2019,2019 귀어귀촌 박람회,2019.06.07~2019.06.09,2019-06-07,2019-06-09,전시홀 10B,해양수산부,한국어촌어항공단,02-6098-0859,02-6098-0810,sealifeexpo@naver.com,www.sealife.go.kr/expo/index.do
677,677,전시회,2019,2019 대한민국 마케팅 Fair,2019.06.13~2019.06.15,2019-06-13,2019-06-15,전시홀 10B,중소벤처기업부,(주)중소기업유통센터,02-6678-9338~9339,--,expo2@sbdc.co.kr,
678,678,전시회,2019,"2019 고양 FCI 아시아, 아프리카 & 오세아니아 섹션 쇼",2019.06.15~2019.06.16,2019-06-15,2019-06-16,전시홀 9,사단법인 한국애견연맹,사단법인 한국애견연맹,02-2278-0661,--,feel104@naver.com,http://fcidogshow.org
679,679,전시회,2019,케이샵 2019,2019.06.19~2019.06.21,2019-06-19,2019-06-21,전시홀 1,킨텍스,,031-995-8078,031-995-8779,cyp@kintex.com,www.kshop.org
680,680,전시회,2019,금속산업대전 2019(코리아 컴포짓쇼 2019),2019.06.19~2019.06.21,2019-06-19,2019-06-21,"전시홀 2,전시홀 3",한국전람㈜,"한국파스너공업협동조합, (사)대한용접협회, 한국다이캐스트공업협동조합, 한국판금사업협동조합",02-783-8261,02-784-6810,master1@ktfairs.com,www.korea-metal.com
